seq1312	seq1312
seq57007	seq57186
seq57007	seq57187
seq57007	seq134211
seq57007	seq134148
seq57007	seq134212
seq57007	seq57221
seq57007	seq57222
seq57007	seq134155
seq57007	seq134156
seq57007	seq134157
seq57007	seq134158
seq57007	seq134164
seq57007	seq134140
seq57391	seq57391
seq57391	seq57387
seq57391	seq129936
seq57391	seq129913
seq57391	seq75654
seq57391	seq100201
seq57391	seq23339
seq57391	seq151211
seq57391	seq23436
seq57391	seq151116
seq57391	seq114351
seq57391	seq127664
seq57391	seq151280
seq57391	seq100113
seq57391	seq23258
seq57391	seq114430
seq57391	seq100127
seq57391	seq114527
seq57391	seq103160
seq57391	seq103145
seq57391	seq103117
seq57391	seq1297
seq57391	seq171335
seq57391	seq171433
seq57391	seq56366
seq57391	seq171475
seq57391	seq61918
seq57391	seq26781
seq57391	seq20640
seq57391	seq47585
seq57391	seq121441
seq57391	seq182370
seq57391	seq26788
seq57391	seq181382
seq57391	seq181481
seq57391	seq193897
seq57391	seq31146
seq57391	seq65898
seq57391	seq66890
seq57391	seq136970
seq57391	seq193962
seq57391	seq23883
seq57391	seq20460
seq57391	seq47628
seq57391	seq109073
seq57391	seq20405
seq57391	seq31128
seq57391	seq121465
seq57391	seq65978
seq57391	seq66107
seq67919	seq67919
seq68079	seq68079
seq68079	seq68163
seq68079	seq68142
seq68079	seq193488
seq68079	seq208739
seq68079	seq68169
seq68079	seq208655
seq68079	seq193428
seq68079	seq68086
seq68079	seq68152
seq68079	seq77049
seq68079	seq77148
seq68847	seq68847
seq68847	seq68775
seq68847	seq68776
seq68847	seq68848
seq68911	seq68911
seq68911	seq171340
seq68911	seq89288
seq68911	seq171341
seq68911	seq72659
seq68911	seq72660
seq68911	seq72696
seq68911	seq72697
seq68911	seq68912
seq68911	seq68731
seq68911	seq68732
seq69103	seq69103
seq69103	seq69124
seq69103	seq69051
seq69103	seq69053
seq69967	seq69967
seq69967	seq70132
seq70639	seq70639
seq70639	seq70722
seq70639	seq19142
seq70639	seq14049
seq70639	seq113057
seq70639	seq178305
seq70639	seq112997
seq70639	seq144998
seq70639	seq170310
seq70639	seq20810
seq70639	seq14124
seq70639	seq47116
seq70639	seq6605
seq70639	seq170063
seq70639	seq25200
seq70639	seq66064
seq70639	seq66097
seq70639	seq191633
seq70639	seq25330
seq70639	seq40404
seq70639	seq113079
seq70639	seq191543
seq70639	seq47224
seq70639	seq83096
seq70639	seq145048
seq70639	seq66011
seq70639	seq81149
seq70639	seq66078
seq80431	seq80431
seq80431	seq17220
seq80431	seq17221
seq80431	seq80432
seq80431	seq80311
seq80431	seq211578
seq80431	seq211579
seq80431	seq17212
seq80431	seq17213
seq80719	seq80719
seq80719	seq80321
seq80719	seq80493
seq80719	seq80494
seq80719	seq80720
seq80719	seq80309
seq80719	seq90421
seq80719	seq80310
seq80943	seq80943
seq80943	seq80963
seq80943	seq80874
seq80943	seq80884
seq80943	seq80980
seq80943	seq80890
seq80943	seq80891
seq80943	seq80895
seq81903	seq81903
seq81903	seq81902
seq82031	seq82031
seq82031	seq82030
seq82031	seq204028
seq82543	seq82543
seq82543	seq82544
seq82543	seq82610
seq82639	seq82639
seq82639	seq159809
seq82639	seq82707
seq82927	seq82927
seq82927	seq82965
seq82927	seq82764
seq82927	seq82995
seq82959	seq82959
seq82959	seq82958
seq83151	seq83151
seq83151	seq83150
seq96527	seq96527
seq96527	seq29546
seq96527	seq96460
seq97071	seq97071
seq97071	seq5303
seq97071	seq5343
seq97071	seq5344
seq97103	seq97103
seq97199	seq97199
seq97199	seq97200
seq97551	seq97551
seq97967	seq97967
seq97967	seq25508
seq97967	seq30154
seq97967	seq25638
seq97967	seq1966
seq97967	seq133587
seq97967	seq3359
seq98095	seq98095
seq98095	seq99365
seq98095	seq99366
seq98095	seq99343
seq98095	seq98294
seq98095	seq98295
seq98095	seq38863
seq98095	seq13439
seq98095	seq13438
seq98191	seq98191
seq98191	seq31104
seq98191	seq31105
seq98191	seq31174
seq98191	seq98192
seq98191	seq31218
seq98191	seq98195
seq98191	seq98196
seq98511	seq98511
seq98511	seq114535
seq98511	seq98565
seq98511	seq98566
seq98511	seq114536
seq98511	seq98510
seq98511	seq114266
seq98511	seq198554
seq98511	seq82075
seq98511	seq198555
seq98511	seq82076
seq98511	seq128901
seq98511	seq128900
seq98511	seq210778
seq98511	seq114267
seq98511	seq210779
seq98511	seq106525
seq98511	seq626
seq98511	seq46755
seq98511	seq46756
seq98511	seq71081
seq98511	seq96297
seq98511	seq71082
seq98511	seq177003
seq98511	seq46764
seq98511	seq46765
seq98511	seq191122
seq98511	seq191123
seq98511	seq63669
seq98511	seq46774
seq98511	seq63670
seq98511	seq46744
seq98511	seq46745
seq98511	seq63449
seq98511	seq47258
seq98511	seq177370
seq98511	seq47099
seq98511	seq177371
seq98511	seq47100
seq98511	seq36509
seq98511	seq177022
seq98511	seq177278
seq98511	seq177023
seq98927	seq98927
seq98927	seq24850
seq98991	seq98991
seq98991	seq94913
seq98991	seq137058
seq98991	seq94979
seq98991	seq94948
seq98991	seq95014
seq98991	seq94791
seq98991	seq94856
seq98991	seq95081
seq98991	seq200777
seq98991	seq79946
seq98991	seq94922
seq98991	seq94700
seq98991	seq94956
seq98991	seq94989
seq98991	seq95022
seq98991	seq130958
seq98991	seq94864
seq98991	seq94834
seq98991	seq63347
seq98991	seq94899
seq98991	seq94804
seq98991	seq130997
seq98991	seq94839
seq98991	seq95032
seq98991	seq94905
seq98991	seq94875
seq98991	seq94939
seq98991	seq94845
seq98991	seq94879
seq98991	seq94975
seq99119	seq99119
seq99183	seq99183
seq99183	seq37199
seq99183	seq99182
seq99183	seq37200
seq99183	seq37210
seq99183	seq37211
seq99183	seq206567
seq105935	seq105935
seq105935	seq206258
seq105935	seq206327
seq105967	seq105967
seq105967	seq105961
seq106319	seq106319
seq106319	seq35873
seq106319	seq35905
seq106319	seq145573
seq106319	seq145620
seq106319	seq89071
seq106319	seq89271
seq106479	seq106479
seq106479	seq106478
seq106927	seq106927
seq106927	seq107616
seq106927	seq110784
seq106927	seq110969
seq106927	seq107068
seq106927	seq107612
seq107183	seq107183
seq107183	seq107283
seq107183	seq30587
seq107183	seq195620
seq107183	seq149157
seq107183	seq156297
seq107183	seq30507
seq107183	seq45267
seq107183	seq4730
seq107183	seq155678
seq107183	seq100117
seq107183	seq156374
seq107183	seq155519
seq107599	seq107599
seq107727	seq107727
seq108687	seq108687
seq108687	seq108673
seq108687	seq108674
seq108687	seq108662
seq108687	seq108663
seq108687	seq108699
seq108687	seq108731
seq108687	seq108732
seq108687	seq108796
seq108783	seq108783
seq109007	seq109007
seq109007	seq109006
seq109007	seq168945
seq109103	seq109103
seq109103	seq16584
seq109103	seq16717
seq109103	seq113808
seq109103	seq60084
seq109103	seq17749
seq109103	seq1337
seq109103	seq181412
seq119247	seq119247
seq119695	seq119695
seq119695	seq119657
seq119695	seq119691
seq120079	seq120079
seq120719	seq120719
seq120719	seq120760
seq120719	seq120761
seq121231	seq121231
seq121231	seq157763
seq121231	seq2149
seq121231	seq217863
seq121231	seq11919
seq121231	seq13330
seq121231	seq112304
seq121231	seq28339
seq121231	seq103732
seq121231	seq215255
seq121231	seq114812
seq121231	seq33981
seq121231	seq153068
seq121231	seq153138
seq121231	seq8901
seq121231	seq16295
seq121231	seq70976
seq121231	seq16209
seq121231	seq26057
seq121231	seq161328
seq128527	seq128527
seq128527	seq128593
seq128527	seq128594
seq128687	seq128687
seq128687	seq128652
seq128687	seq128560
seq128719	seq128719
seq128719	seq128597
seq129135	seq129135
seq129391	seq129391
seq129903	seq129903
seq129903	seq129846
seq131023	seq131023
seq131023	seq130961
seq131023	seq131009
seq131343	seq131343
seq131343	seq131366
seq131343	seq131179
seq141135	seq141135
seq141135	seq66898
seq141135	seq66899
seq141135	seq173413
seq141327	seq141327
seq141327	seq141326
seq141455	seq141455
seq141455	seq141454
seq141615	seq141615
seq141615	seq141774
seq142063	seq142063
seq142063	seq29902
seq142063	seq101090
seq142063	seq29706
seq142063	seq29952
seq142063	seq29961
seq142063	seq29939
seq142063	seq29930
seq143375	seq143375
seq143375	seq143367
seq143375	seq10153
seq143375	seq173633
seq143375	seq41668
seq143375	seq27466
seq143375	seq10182
seq143375	seq39912
seq143375	seq132022
seq143375	seq143432
seq143375	seq128331
seq143375	seq101740
seq143375	seq94991
seq143375	seq37969
seq143375	seq131953
seq143375	seq2666
seq143375	seq2766
seq143375	seq2681
seq143375	seq131994
seq143375	seq143377
seq143375	seq131922
seq143375	seq88083
seq143375	seq30228
seq143375	seq95060
seq143375	seq176660
seq143919	seq143919
seq143919	seq143968
seq143919	seq143920
seq143919	seq143967
seq154031	seq154031
seq154031	seq142356
seq154255	seq154255
seq154255	seq154254
seq154639	seq154639
seq154639	seq110754
seq154639	seq214423
seq154639	seq214424
seq155119	seq155119
seq155119	seq155120
seq155119	seq137975
seq155119	seq137974
seq155407	seq155407
seq155695	seq155695
seq155695	seq1549
seq155695	seq1550
seq155695	seq155696
seq155791	seq155791
seq155791	seq155808
seq155791	seq155713
seq155791	seq130374
seq155791	seq130381
seq155791	seq155760
seq155791	seq130492
seq156815	seq156815
seq156815	seq76000
seq156815	seq156816
seq156815	seq75999
seq156815	seq130432
seq156847	seq156847
seq156847	seq156848
seq156847	seq156861
seq156847	seq156862
seq157039	seq157039
seq157039	seq156888
seq157039	seq156889
seq157039	seq203245
seq157039	seq203131
seq157039	seq203186
seq157039	seq165041
seq157039	seq165096
seq157039	seq165097
seq157039	seq165042
seq157039	seq165173
seq157039	seq165174
seq157039	seq36413
seq157039	seq36387
seq157039	seq36310
seq157039	seq36375
seq157039	seq36414
seq157039	seq156948
seq157039	seq156949
seq157039	seq156981
seq157039	seq107770
seq157071	seq157071
seq157071	seq157072
seq157071	seq156990
seq157071	seq156991
seq157103	seq157103
seq157103	seq156967
seq170095	seq170095
seq170095	seq165137
seq170095	seq165007
seq170095	seq2708
seq170095	seq2661
seq170095	seq2727
seq170287	seq170287
seq170287	seq170151
seq170287	seq170152
seq170287	seq170187
seq170287	seq170288
seq170287	seq170131
seq170287	seq170132
seq170351	seq170351
seq170927	seq170927
seq170927	seq170928
seq170927	seq170845
seq171247	seq171247
seq171375	seq171375
seq171375	seq86697
seq171791	seq171791
seq171791	seq171790
seq171855	seq171855
seq171855	seq143104
seq171855	seq171937
seq171855	seq143205
seq171855	seq177517
seq171855	seq171794
seq171855	seq143160
seq171855	seq43516
seq171855	seq177500
seq171855	seq43517
seq171855	seq44030
seq171855	seq210239
seq171919	seq171919
seq172975	seq172975
seq172975	seq155370
seq173039	seq173039
seq183055	seq183055
seq183055	seq183054
seq183055	seq157618
seq183055	seq204434
seq183055	seq157619
seq184015	seq184015
seq184047	seq184047
seq184047	seq184046
seq184047	seq216105
seq184047	seq216068
seq184047	seq216069
seq184047	seq216106
seq184047	seq215954
seq184047	seq215955
seq184047	seq197946
seq184047	seq197945
seq184047	seq96798
seq184047	seq96608
seq184047	seq96674
seq184047	seq10211
seq184047	seq10212
seq184047	seq96657
seq184047	seq10130
seq184047	seq10131
seq184047	seq96607
seq184047	seq96799
seq184079	seq184079
seq184079	seq55719
seq184079	seq55720
seq184079	seq184121
seq184143	seq184143
seq184143	seq184109
seq184143	seq184116
seq184143	seq192436
seq184143	seq184110
seq184143	seq184142
seq184143	seq184117
seq184143	seq183926
seq184143	seq183925
seq184879	seq184879
seq185071	seq185071
seq185071	seq185120
seq185071	seq185255
seq185199	seq185199
seq185199	seq109100
seq185231	seq185231
seq185231	seq185230
seq185775	seq185775
seq185775	seq133047
seq189135	seq189135
seq189135	seq81025
seq189135	seq63170
seq189135	seq128547
seq189135	seq89828
seq189135	seq189136
seq189135	seq89587
seq189135	seq70007
seq189135	seq182295
seq189135	seq182296
seq189135	seq89627
seq189135	seq128475
seq189135	seq125852
seq189135	seq70008
seq189199	seq189199
seq189199	seq87904
seq189199	seq87905
seq189199	seq87844
seq189199	seq132612
seq189199	seq87973
seq189199	seq132613
seq189199	seq87974
seq189199	seq210246
seq189199	seq87879
seq189199	seq210247
seq189199	seq87880
seq189199	seq210347
seq189199	seq210348
seq189199	seq70798
seq189199	seq70799
seq189199	seq189200
seq189199	seq70834
seq189199	seq87923
seq189199	seq87924
seq189199	seq210329
seq189199	seq210330
seq189519	seq189519
seq189519	seq153284
seq189519	seq72485
seq189519	seq153285
seq189519	seq72486
seq189519	seq72550
seq189519	seq72551
seq189519	seq153223
seq189519	seq199207
seq189519	seq153224
seq189519	seq153288
seq189519	seq199208
seq189519	seq153289
seq189519	seq189520
seq189519	seq189428
seq189519	seq189429
seq189519	seq199029
seq189519	seq72630
seq189519	seq199030
seq189519	seq72631
seq189519	seq189527
seq189519	seq72440
seq189519	seq189528
seq189519	seq72441
seq189519	seq72537
seq189519	seq189401
seq189519	seq72538
seq189519	seq189402
seq189519	seq153149
seq189519	seq189533
seq189519	seq153150
seq189519	seq189534
seq189551	seq189551
seq189551	seq189550
seq189743	seq189743
seq189743	seq189742
seq189967	seq189967
seq189967	seq105384
seq189967	seq189866
seq189967	seq113522
seq189967	seq189940
seq189967	seq105560
seq189967	seq148236
seq190095	seq190095
seq190511	seq190511
seq190511	seq190510
seq190767	seq190767
seq190767	seq5043
seq190767	seq92293
seq190767	seq161044
seq190767	seq148428
seq190767	seq43121
seq190767	seq214689
seq190767	seq138627
seq190767	seq43173
seq190767	seq98886
seq190767	seq129222
seq190767	seq214567
seq190767	seq218408
seq190767	seq54761
seq190767	seq106377
seq190767	seq179657
seq190767	seq89067
seq190767	seq106349
seq190767	seq136622
seq190767	seq151054
seq190767	seq102001
seq190767	seq112050
seq190767	seq71255
seq190767	seq102711
seq190767	seq98777
seq190767	seq98906
seq190767	seq148378
seq190767	seq163162
seq190767	seq68827
seq190767	seq118907
seq190767	seq198459
seq190767	seq217755
seq190767	seq134652
seq190767	seq149501
seq190767	seq181419
seq190767	seq134654
seq191279	seq191279
seq191279	seq191221
seq191279	seq191278
seq191279	seq191222
seq191279	seq191197
seq191279	seq191198
seq191343	seq191343
seq191343	seq191342
seq191375	seq191375
seq191375	seq191411
seq191375	seq139102
seq191375	seq139103
seq191631	seq191631
seq191631	seq59922
seq191631	seq211556
seq191631	seq191720
seq191631	seq59993
seq192207	seq192207
seq192207	seq192206
seq192271	seq192271
seq205391	seq205391
seq205455	seq205455
seq205455	seq205456
seq205455	seq205652
seq205455	seq205653
seq205487	seq205487
seq205487	seq205486
seq205487	seq214889
seq205487	seq214887
seq205487	seq174661
seq205487	seq201676
seq205487	seq147361
seq205487	seq174753
seq205487	seq174662
seq205487	seq74121
seq205487	seq123445
seq205487	seq40250
seq205487	seq40029
seq205487	seq74098
seq205487	seq53250
seq205487	seq147330
seq205487	seq147362
seq205487	seq174754
seq205487	seq214888
seq205487	seq214701
seq205487	seq174610
seq205487	seq73971
seq205487	seq123446
seq205487	seq174590
seq205487	seq74120
seq205487	seq74097
seq205487	seq73970
seq205615	seq205615
seq205615	seq205505
seq205615	seq205471
seq205615	seq205586
seq205615	seq205499
seq205615	seq205531
seq205615	seq205668
seq205615	seq205495
seq206959	seq206959
seq206991	seq206991
seq206991	seq207091
seq206991	seq207092
seq207791	seq207791
seq207791	seq170597
seq207791	seq170598
seq207855	seq207855
seq207855	seq187840
seq207855	seq187778
seq207855	seq187779
seq207855	seq207624
seq207855	seq207625
seq207855	seq207856
seq207855	seq207672
seq207855	seq207704
seq207855	seq207705
seq207855	seq142849
seq207855	seq90890
seq207855	seq90891
seq207855	seq142958
seq207855	seq90931
seq207855	seq90932
seq207855	seq198785
seq207855	seq198786
seq207855	seq187839
seq208047	seq208047
seq215663	seq215663
seq215663	seq129933
seq215663	seq129932
seq215663	seq101349
seq215663	seq22547
seq215663	seq22595
seq215663	seq22596
seq215663	seq22548
seq215695	seq215695
seq216207	seq216207
seq216207	seq216205
seq216431	seq216431
seq216431	seq23424
seq216431	seq23233
seq216431	seq23425
seq216431	seq23234
seq216431	seq216459
seq216431	seq216432
seq216431	seq23412
seq216431	seq23413
seq216431	seq23386
seq216431	seq23387
seq216751	seq216751
seq217039	seq217039
seq217039	seq139131
seq217039	seq139145
seq217039	seq139092
seq217039	seq139093
seq217039	seq22409
seq217039	seq22410
seq217039	seq22253
seq217039	seq22254
seq217039	seq22356
seq217039	seq22357
seq217039	seq23818
seq217039	seq213022
seq217039	seq212976
seq217039	seq212977
seq217039	seq213021
seq217039	seq67181
seq217039	seq1569
seq217039	seq1699
seq217039	seq1700
seq217039	seq67172
seq217039	seq67173
seq217039	seq175909
seq217039	seq67114
seq217039	seq67115
seq217039	seq67182
seq217039	seq1650
seq217039	seq1651
seq217039	seq1657
seq217039	seq1658
seq217039	seq67069
seq217039	seq4721
seq217039	seq96689
seq217263	seq217263
seq217263	seq217262
seq217455	seq217455
seq217455	seq125720
seq217455	seq45529
seq217583	seq217583
seq217583	seq18737
seq217583	seq18769
seq217583	seq18745
seq217583	seq38352
seq217583	seq3739
seq2768	seq2768
seq2768	seq165029
seq2768	seq2548
seq2768	seq2549
seq3504	seq3504
seq3504	seq58049
seq3504	seq126689
seq3504	seq58050
seq3504	seq200744
seq4144	seq4144
seq4144	seq4161
seq4144	seq4162
seq4144	seq4133
seq4144	seq4044
seq4144	seq4045
seq4144	seq4145
seq4144	seq4177
seq4144	seq4178
seq4144	seq4054
seq4144	seq4055
seq4272	seq4272
seq4272	seq177680
seq4272	seq4273
seq4272	seq177681
seq5296	seq5296
seq5296	seq5297
seq5296	seq19128
seq5296	seq19129
seq5392	seq5392
seq5392	seq5393
seq5456	seq5456
seq15760	seq15760
seq15760	seq15650
seq15760	seq15842
seq15760	seq60011
seq15760	seq128718
seq15760	seq49079
seq15824	seq15824
seq15824	seq15788
seq15824	seq15789
seq15824	seq15825
seq15952	seq15952
seq15952	seq15876
seq15952	seq123076
seq15952	seq52552
seq15952	seq39017
seq15952	seq146305
seq15952	seq146316
seq15952	seq146275
seq15952	seq111301
seq15952	seq129232
seq15952	seq39114
seq15952	seq63275
seq15952	seq63149
seq15952	seq182822
seq15952	seq2792
seq15952	seq215184
seq15952	seq52660
seq15952	seq20437
seq15952	seq52603
seq15952	seq63195
seq15952	seq122990
seq15952	seq181136
seq15952	seq178
seq15952	seq52658
seq15952	seq215171
seq15952	seq52755
seq15952	seq111287
seq15952	seq181113
seq15952	seq39194
seq15952	seq98749
seq15952	seq60286
seq15952	seq86526
seq15952	seq2688
seq15952	seq55040
seq15952	seq11012
seq15952	seq63172
seq15952	seq146310
seq15952	seq197414
seq15952	seq167
seq15952	seq111276
seq15952	seq2573
seq15952	seq181295
seq15952	seq16050
seq15952	seq10899
seq15952	seq38967
seq15952	seq181145
seq15952	seq315
seq15952	seq111324
seq15952	seq111271
seq15952	seq209852
seq15952	seq39040
seq15952	seq20416
seq15952	seq52544
seq15952	seq182944
seq15952	seq173793
seq15952	seq130
seq15952	seq123107
seq15952	seq161571
seq15952	seq175268
seq15952	seq181222
seq15952	seq15879
seq15952	seq52743
seq15952	seq63337
seq15952	seq39083
seq15952	seq98763
seq15952	seq5740
seq15952	seq152613
seq15952	seq170086
seq15952	seq72104
seq15952	seq39210
seq15952	seq131698
seq15952	seq203059
seq15952	seq22676
seq15952	seq181237
seq15952	seq196511
seq15952	seq37314
seq15952	seq183237
seq15952	seq60209
seq15952	seq60082
seq15952	seq182970
seq15952	seq152621
seq15952	seq181293
seq15952	seq39246
seq15952	seq5775
seq15952	seq181231
seq15952	seq181244
seq15952	seq173776
seq15952	seq215216
seq15952	seq52583
seq15952	seq181234
seq15952	seq15891
seq15952	seq38995
seq15952	seq161589
seq15952	seq123060
seq15952	seq170134
seq15952	seq2585
seq15952	seq161402
seq15952	seq63131
seq15952	seq63355
seq15952	seq122971
seq15952	seq38944
seq15952	seq123014
seq15952	seq140
seq15952	seq39222
seq15952	seq161595
seq15952	seq29980
seq15952	seq196907
seq15952	seq22922
seq15952	seq60298
seq15952	seq37324
seq15952	seq182988
seq15952	seq60179
seq15952	seq37306
seq15952	seq39164
seq15952	seq131677
seq15952	seq161533
seq15952	seq215229
seq15952	seq52780
seq15952	seq39198
seq15952	seq52639
seq15952	seq198
seq15952	seq181187
seq15952	seq52550
seq15952	seq181126
seq15952	seq63177
seq15952	seq161610
seq15952	seq39019
seq15952	seq63244
seq15952	seq123020
seq15952	seq152782
seq15952	seq161391
seq15952	seq98770
seq15952	seq63284
seq15952	seq38997
seq15952	seq86549
seq15952	seq345
seq15952	seq15927
seq15952	seq122904
seq15952	seq123129
seq15952	seq52538
seq15952	seq72314
seq15952	seq15900
seq15952	seq63228
seq15952	seq2596
seq15952	seq52585
seq15952	seq170124
seq15952	seq182803
seq15952	seq52596
seq15952	seq215349
seq15952	seq20411
seq15952	seq161436
seq15952	seq215165
seq15952	seq52581
seq15952	seq39166
seq15952	seq181214
seq15952	seq173757
seq15952	seq208287
seq15952	seq63182
seq15952	seq63304
seq15952	seq181280
seq15952	seq2722
seq15952	seq11017
seq15952	seq2603
seq15952	seq11021
seq15952	seq46
seq15952	seq119438
seq15952	seq63183
seq15952	seq72284
seq15952	seq11170
seq15952	seq10889
seq15952	seq11149
seq15952	seq10896
seq15952	seq116418
seq15952	seq116370
seq15952	seq63139
seq15952	seq208515
seq15952	seq10949
seq15952	seq181285
seq15952	seq119430
seq15952	seq3047
seq15952	seq148616
seq15952	seq39049
seq15952	seq119534
seq15952	seq119407
seq15952	seq3058
seq15952	seq161426
seq15952	seq161554
seq15952	seq32
seq15952	seq10912
seq15952	seq116352
seq15952	seq161536
seq15952	seq63169
seq15952	seq196577
seq15952	seq10946
seq15952	seq161378
seq15952	seq2627
seq15952	seq63203
seq15952	seq146307
seq15952	seq161475
seq15952	seq129220
seq15952	seq2821
seq15952	seq72261
seq15952	seq196615
seq15952	seq10888
seq15952	seq22632
seq15952	seq208329
seq15952	seq11050
seq15952	seq5643
seq15952	seq10987
seq15952	seq122987
seq15952	seq111278
seq15952	seq148654
seq15952	seq3023
seq15952	seq119248
seq15952	seq63153
seq15952	seq146257
seq15952	seq18
seq15952	seq111282
seq15952	seq2675
seq15952	seq10963
seq15952	seq63155
seq15952	seq119188
seq15952	seq119253
seq15952	seq10966
seq15952	seq10903
seq15952	seq5945
seq15952	seq11065
seq15952	seq63193
seq15952	seq10938
seq15952	seq63322
seq15952	seq173914
seq15952	seq10907
seq15952	seq119196
seq15952	seq122972
seq15952	seq39134
seq15952	seq181107
seq15952	seq63316
seq15952	seq63285
seq15952	seq246
seq15952	seq11095
seq15952	seq10921
seq15952	seq111351
seq15952	seq63160
seq15952	seq11003
seq15952	seq10941
seq15952	seq11134
seq15952	seq11060
seq15952	seq60287
seq15952	seq113917
seq15952	seq66792
seq15952	seq199713
seq15952	seq66786
seq15952	seq1027
seq15952	seq66762
seq15952	seq1076
seq15952	seq13380
seq15952	seq13120
seq15952	seq183084
seq15952	seq183121
seq15952	seq183159
seq15952	seq183199
seq15952	seq66651
seq15952	seq199680
seq15952	seq199649
seq15952	seq66761
seq15952	seq199666
seq15952	seq66676
seq15952	seq7017
seq15952	seq142688
seq15952	seq142756
seq15952	seq142798
seq15952	seq142743
seq15952	seq11265
seq15952	seq12897
seq15952	seq63713
seq15952	seq71555
seq15952	seq85476
seq15952	seq85520
seq15952	seq85427
seq15952	seq85431
seq15952	seq85375
seq15952	seq190533
seq15952	seq156744
seq15952	seq156642
seq15952	seq190528
seq15952	seq90500
seq15952	seq136293
seq15952	seq90758
seq15952	seq136294
seq15952	seq7047
seq15952	seq68423
seq15952	seq12785
seq15952	seq13073
seq15952	seq167252
seq15952	seq63893
seq15952	seq190456
seq15952	seq115482
seq15952	seq136572
seq15952	seq12990
seq15952	seq12991
seq15952	seq68490
seq15952	seq7019
seq15952	seq66699
seq15952	seq149867
seq15952	seq978
seq15952	seq1077
seq15952	seq66715
seq15952	seq68267
seq15952	seq71499
seq15952	seq112235
seq15952	seq13005
seq15952	seq13293
seq15952	seq112241
seq15952	seq112337
seq15952	seq63762
seq15952	seq68371
seq15952	seq68452
seq15952	seq79667
seq15952	seq12640
seq15952	seq6785
seq15952	seq9031
seq15952	seq63696
seq15952	seq136465
seq15952	seq11197
seq15952	seq115453
seq15952	seq136223
seq15952	seq8980
seq15952	seq63749
seq15952	seq11220
seq15952	seq115444
seq15952	seq156756
seq15952	seq136245
seq15952	seq193205
seq15952	seq156662
seq15952	seq32611
seq15952	seq11200
seq15952	seq79681
seq15952	seq156705
seq15952	seq8962
seq15952	seq112194
seq15952	seq112450
seq15952	seq9091
seq15952	seq12771
seq15952	seq90723
seq15952	seq68391
seq15952	seq71527
seq15952	seq84295
seq15952	seq90631
seq15952	seq9064
seq15952	seq63752
seq15952	seq136328
seq15952	seq112297
seq15952	seq115626
seq15952	seq6827
seq15952	seq6828
seq15952	seq11372
seq15952	seq12684
seq15952	seq115342
seq15952	seq136494
seq15952	seq71471
seq15952	seq13200
seq15952	seq112145
seq15952	seq6900
seq15952	seq63796
seq15952	seq11222
seq15952	seq90616
seq15952	seq63833
seq15952	seq63898
seq15952	seq156634
seq15952	seq6939
seq15952	seq11387
seq15952	seq8956
seq15952	seq12956
seq15952	seq63900
seq15952	seq115518
seq15952	seq112415
seq15952	seq9143
seq15952	seq12791
seq15952	seq32760
seq15952	seq112440
seq15952	seq79674
seq15952	seq12893
seq15952	seq68445
seq15952	seq136545
seq15952	seq136254
seq15952	seq86539
seq15952	seq39052
seq15952	seq39112
seq15952	seq86572
seq15952	seq168685
seq15952	seq119217
seq15952	seq2677
seq15952	seq86582
seq15952	seq122999
seq15952	seq181273
seq15952	seq11166
seq15952	seq68384
seq15952	seq209985
seq15952	seq291
seq15952	seq15908
seq15952	seq63271
seq15952	seq2704
seq15952	seq119221
seq15952	seq136520
seq15952	seq142697
seq15952	seq197289
seq15952	seq215305
seq15952	seq20549
seq15952	seq15947
seq15952	seq119499
seq15952	seq38956
seq15952	seq142669
seq15952	seq98766
seq15952	seq161518
seq15952	seq68335
seq15952	seq80
seq15952	seq52688
seq15952	seq20593
seq15952	seq196466
seq15952	seq142710
seq15952	seq146326
seq15952	seq196538
seq15952	seq136539
seq15952	seq196539
seq15952	seq161500
seq15952	seq253
seq15952	seq15964
seq15952	seq63165
seq15952	seq11102
seq15952	seq2559
seq15952	seq63199
seq15952	seq85516
seq15952	seq944
seq15952	seq199817
seq15952	seq199731
seq15952	seq66686
seq15952	seq199660
seq15952	seq199732
seq15952	seq1141
seq15952	seq66687
seq15952	seq39125
seq15952	seq33
seq15952	seq39265
seq15952	seq161537
seq15952	seq10948
seq15952	seq11076
seq15952	seq161476
seq15952	seq181284
seq15952	seq11013
seq15952	seq148677
seq15952	seq196616
seq15952	seq2634
seq15952	seq10923
seq15952	seq72171
seq15952	seq15884
seq15952	seq123052
seq15952	seq208397
seq15952	seq10926
seq15952	seq63150
seq15952	seq111279
seq15952	seq2673
seq15952	seq63345
seq15952	seq161425
seq15952	seq11058
seq15952	seq245
seq15952	seq2645
seq15952	seq111318
seq15952	seq10999
seq15952	seq184
seq15952	seq63288
seq15952	seq10905
seq15952	seq5946
seq15952	seq173915
seq15952	seq11038
seq15952	seq38974
seq15952	seq119422
seq15952	seq146270
seq15952	seq129343
seq15952	seq181279
seq15952	seq63264
seq15952	seq86593
seq15952	seq86560
seq15952	seq63368
seq15952	seq119211
seq15952	seq161451
seq15952	seq15916
seq15952	seq2670
seq15952	seq119374
seq15952	seq161521
seq15952	seq206097
seq15952	seq63220
seq15952	seq39255
seq15952	seq63289
seq15952	seq52680
seq15952	seq98760
seq15952	seq52522
seq15952	seq215210
seq15952	seq20427
seq15952	seq63310
seq15952	seq52655
seq15952	seq215248
seq15952	seq122899
seq15952	seq2580
seq15952	seq182775
